words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
#,1,filter_Inf_0.2_2_38.wav,Anchor_Spectral_unIntelligible,0.2,The same will happen in other countries,76,Anchor_Spectral_unIntelligible_0.2,2,0.0,0,S 0.2,limegreen
We were a team and we helped each other,7,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,79,Anchor_fullyIntelligible_0,2,20.51282051282051,100,Full,coral
"children, classrooms, all holidays",2,filter_7_Inf_frm01_s18.wav,Temporal,7,Kindergarten children decorate their classrooms for all holidays,82,Temporal_7,2,3.125,67,T 7,royalblue
If love is something you cherish,7,6_23.wav,Anchor_fullyIntelligible,0,If love is something you cherish,85,Anchor_fullyIntelligible_0,2,18.75,100,Full,coral
"relax, atmosphere, outgrow these traits",2,filter_7_Inf_frm01_s32.wav,Temporal,7,Is a relaxed home atmosphere enough to help her outgrow these traits,88,Temporal_7,2,4.411764705882353,70,T 7,royalblue
"she had, all year",2,filter_7_Inf_frm01_s10.wav,Temporal,7,She had your dark suit in greasy wash water all year,91,Temporal_7,2,5.769230769230769,47,T 7,royalblue
#,1,filter_Inf_0.2_2_21.wav,Anchor_Spectral_unIntelligible,0.2,The answer is in technology,94,Anchor_Spectral_unIntelligible_0.2,2,0.0,0,S 0.2,limegreen
work without supervision,2,filter_6.5_Inf_frm01_s22.wav,Temporal,6.5,Alice's ability to work without supervision is noteworthy,97,Temporal_6.5,2,5.263157894736842,59,T 6.5,cornflowerblue
#,1,filter_Inf_0.2_2_54.wav,Anchor_Spectral_unIntelligible,0.2,And that was not right,100,Anchor_Spectral_unIntelligible_0.2,2,0.0,0,S 0.2,limegreen
how much will it cost to do any necessary modernising and redecorating,2,filter_Inf_0.4_frm01_s30.wav,Spectral,0.4,How much will it cost to do any necessary modernizing and redecorating,103,Spectral_0.4,2,15.714285714285714,99,S 0.4,forestgreen
you think,2,filter_6.5_Inf_frm01_s06.wav,Temporal,6.5,Charlie did you think to measure the tree,106,Temporal_6.5,2,4.878048780487805,36,T 6.5,cornflowerblue
It was quite a bit better. I liked it.,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,109,Anchor_fullyIntelligible_0,2,19.444444444444446,100,Full,coral
"Call an ambulance, medical assistance",2,filter_Inf_0.5_frm01_s13.wav,Spectral,0.5,Call an ambulance for medical assistance,112,Spectral_0.5,2,10.0,95,S 0.5,darkgreen
relax throughout the voyage,2,filter_Inf_0.4_frm01_s28.wav,Spectral,0.4,The easygoing zoologist relaxed throughout the voyage,115,Spectral_0.4,2,5.660377358490567,68,S 0.4,forestgreen
brush fires are common in the dry underbrush of Nevada,2,filter_Inf_0.4_frm01_s29.wav,Spectral,0.4,Brush fires are common in the dry underbrush of Nevada,118,Spectral_0.4,2,18.51851851851852,100,S 0.4,forestgreen
#,1,filter_2_Inf_1_10.wav,Anchor_Temporal_unIntelligible,2,The film brings out all the tensions and colors of the time,121,Anchor_Temporal_unIntelligible_2,2,0.0,0,T 2,lightsteelblue
subdued by his big brother,2,filter_7_Inf_frm01_s20.wav,Temporal,7,The frightened child was gently subdued by his big brother,124,Temporal_7,2,8.620689655172415,62,T 7,royalblue
quicker escape,2,filter_6.5_Inf_frm01_s07.wav,Temporal,6.5,Tina got cued to make a quicker escape,127,Temporal_6.5,2,5.263157894736842,54,T 6.5,cornflowerblue
military personnel are expected to obey government orders,3,filter_Inf_0.5_frm01_s25.wav,Spectral,0.5,Military personnel are expected to obey government orders,130,Spectral_0.5,2,14.035087719298245,100,S 0.5,darkgreen
They married in 1965,7,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,133,Anchor_fullyIntelligible_0,2,20.0,100,Full,coral
in favour of centrifuge,2,filter_6.5_Inf_frm01_s16.wav,Temporal,6.5,Jeff thought you argued in favor of a centrifuge purchase,136,Temporal_6.5,2,5.263157894736842,55,T 6.5,cornflowerblue
the sermon emphasised the need for affirmative action,3,filter_Inf_0.5_frm01_s17.wav,Spectral,0.5,The sermon emphasized the need for afirmative action,139,Spectral_0.5,2,9.615384615384617,97,S 0.5,darkgreen
"naturally, everything, physical appearance",2,filter_6.5_Inf_frm01_s31.wav,Temporal,6.5,Was she just naturally sloppy about everything but her physical appearance,142,Temporal_6.5,2,2.7027027027027026,70,T 6.5,cornflowerblue
She has no recollection of this phone call,6,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,145,Anchor_fullyIntelligible_0,2,14.634146341463413,89,Full,coral
Charlie do the resolute tree,3,filter_Inf_0.5_frm01_s06.wav,Spectral,0.5,Charlie did you think to measure the tree,4,Spectral_0.5,3,7.317073170731707,67,S 0.5,darkgreen
"heating system,  caught, breakdown",2,filter_Inf_0.5_frm01_s15.wav,Spectral,0.5,Each untimely income loss coincided with the breakdown of a heating system part,7,Spectral_0.5,3,2.5316455696202533,51,S 0.5,darkgreen
I may need to do something like that,7,2_53.wav,Anchor_fullyIntelligible,0,I may need to do something like that,10,Anchor_fullyIntelligible_0,3,22.22222222222222,100,Full,coral
this is a superb sleeping pillow,2,filter_Inf_0.5_frm01_s12.wav,Spectral,0.5,A boring novel is a superb sleeping pill,13,Spectral_0.5,3,10.0,69,S 0.5,darkgreen
#,1,filter_2_Inf_1_11.wav,Anchor_Temporal_unIntelligible,2,She has always loved history,16,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
it has been about two years,3,filter_6.5_Inf_frm01_s05.wav,Temporal,6.5,It's been about two years since Davey kept shotguns,19,Temporal_6.5,3,7.8431372549019605,64,T 6.5,cornflowerblue
here was my ,3,filter_7_Inf_frm01_s09.wav,Temporal,7,Here I was in Miami and Illinois,22,Temporal_7,3,6.25,47,T 7,royalblue
speeding,2,filter_7_Inf_frm01_s04.wav,Temporal,7,A fifth wheel caught speeding,25,Temporal_7,3,3.4482758620689653,43,T 7,royalblue
#,1,filter_Inf_0.2_1_1.wav,Anchor_Spectral_unIntelligible,0.2,"she called her brother, Randy",28,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
how expensive was it to do modernising and redecorating ,4,filter_Inf_0.5_frm01_s30.wav,Spectral,0.5,How much will it cost to do any necessary modernizing and redecorating,31,Spectral_0.5,3,8.571428571428571,67,S 0.5,darkgreen
that's the ultimate awesome thing,7,2_6.wav,Anchor_fullyIntelligible,0,That's the ultimate awesome thing,34,Anchor_fullyIntelligible_0,3,15.151515151515152,100,Full,coral
#,1,filter_7_Inf_frm01_s08.wav,Temporal,7,Joe books very few judges,37,Temporal_7,3,0.0,0,T 7,royalblue
#,1,filter_Inf_0.4_frm01_s29.wav,Spectral,0.4,Brush fires are common in the dry underbrush of Nevada,40,Spectral_0.4,3,0.0,0,S 0.4,forestgreen
decorate classrooms for all holidays,2,filter_7_Inf_frm01_s18.wav,Temporal,7,Kindergarten children decorate their classrooms for all holidays,43,Temporal_7,3,7.8125,72,T 7,royalblue
#,1,filter_Inf_0.4_frm01_s10.wav,Spectral,0.4,She had your dark suit in greasy wash water all year,46,Spectral_0.4,3,0.0,0,S 0.4,forestgreen
up ahead,2,filter_6.5_Inf_frm01_s03.wav,Temporal,6.5,Play in the street up ahead,49,Temporal_6.5,3,7.4074074074074066,46,T 6.5,cornflowerblue
laugh dance and sing,3,filter_Inf_0.5_frm01_s26.wav,Spectral,0.5,Laugh dance and sing if fortune smiles upon you,52,Spectral_0.5,3,8.51063829787234,60,S 0.5,darkgreen
#,1,filter_2_Inf_2_45.wav,Anchor_Temporal_unIntelligible,2,I do like parties though,55,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
#,1,filter_Inf_0.2_6_23.wav,Anchor_Spectral_unIntelligible,0.2,If love is something you cherish,58,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
they married in 1965,7,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,61,Anchor_fullyIntelligible_0,3,20.0,100,Full,coral
the same shelter can be built at embankment or below ground level,5,filter_7_Inf_frm01_s33.wav,Temporal,7,The same shelter could be built into an embankment or below ground level,64,Temporal_7,3,13.88888888888889,91,T 7,royalblue
stop it car,3,filter_Inf_0.4_frm01_s02.wav,Spectral,0.4,Stop each car if it's little,67,Spectral_0.4,3,7.142857142857142,56,S 0.4,forestgreen
and that was not right,7,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,70,Anchor_fullyIntelligible_0,3,22.727272727272727,100,Full,coral
"it was quite a bit better, I liked it",7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,73,Anchor_fullyIntelligible_0,3,19.444444444444446,100,Full,coral
#,1,filter_2_Inf_1_34.wav,Anchor_Temporal_unIntelligible,2,They played anywhere they could draw a crowd,76,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
it is very teeth fell out,2,filter_Inf_0.5_frm01_s21.wav,Spectral,0.5,The tooth fairy forgot to come when Roger's tooth fell out,79,Spectral_0.5,3,3.4482758620689653,41,S 0.5,darkgreen
personnel follow government orders,2,filter_Inf_0.4_frm01_s25.wav,Spectral,0.4,Military personnel are expected to obey government orders,82,Spectral_0.4,3,5.263157894736842,62,S 0.4,forestgreen
the servant exercised the need for affirmative action ,4,filter_7_Inf_frm01_s17.wav,Temporal,7,The sermon emphasized the need for afirmative action,85,Temporal_7,3,7.6923076923076925,84,T 7,royalblue
don't ask me to carry around like that,4,filter_6.5_Inf_frm01_s11.wav,Temporal,6.5,Don't ask me to carry an oily rag like that,88,Temporal_6.5,3,16.27906976744186,84,T 6.5,cornflowerblue
escape,2,filter_7_Inf_frm01_s07.wav,Temporal,7,Tina got cued to make a quicker escape,91,Temporal_7,3,2.631578947368421,27,T 7,royalblue
the easy throughout the voyage,2,filter_6.5_Inf_frm01_s28.wav,Temporal,6.5,The easygoing zoologist relaxed throughout the voyage,94,Temporal_6.5,3,5.660377358490567,72,T 6.5,cornflowerblue
child is subdued by his big brother,2,filter_Inf_0.4_frm01_s20.wav,Spectral,0.4,The frightened child was gently subdued by his big brother,97,Spectral_0.4,3,10.344827586206897,71,S 0.4,forestgreen
we saw eight tiny icicles on the roof ,4,filter_6.5_Inf_frm01_s14.wav,Temporal,6.5,We saw eight tiny icicles below our roof,100,Temporal_6.5,3,15.0,83,T 6.5,cornflowerblue
#,1,filter_2_Inf_1_37.wav,Anchor_Temporal_unIntelligible,2,We were a team and we helped each other,103,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
if carol calls tomorrow rearrange the meeting for two,4,filter_7_Inf_frm01_s24.wav,Temporal,7,If Carol comes tomorrow have her arrange for a meeting at two,106,Temporal_7,3,9.836065573770492,61,T 7,royalblue
this is the right thing to do,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,109,Anchor_fullyIntelligible_0,3,24.137931034482758,100,Full,coral
I hope I am not being reductive ,7,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,112,Anchor_fullyIntelligible_0,3,12.903225806451612,90,Full,coral
just in favour of centrifuge purchase,3,filter_Inf_0.5_frm01_s16.wav,Spectral,0.5,Jeff thought you argued in favor of a centrifuge purchase,115,Spectral_0.5,3,7.017543859649122,70,S 0.5,darkgreen
they decided to do it anyway,7,1_33.wav,Anchor_fullyIntelligible,0,They decided to do it anyway,118,Anchor_fullyIntelligible_0,3,21.428571428571427,100,Full,coral
work without supervision is note worthy,3,filter_Inf_0.4_frm01_s22.wav,Spectral,0.4,Alice's ability to work without supervision is noteworthy,121,Spectral_0.4,3,7.017543859649122,67,S 0.4,forestgreen
#,1,filter_Inf_0.2_2_38.wav,Anchor_Spectral_unIntelligible,0.2,The same will happen in other countries,124,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
#,1,filter_Inf_0.2_1_10.wav,Anchor_Spectral_unIntelligible,0.2,The film brings out all the tensions and colors of the time,127,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
"it doesn't matter who wins, why do we take score",4,filter_6.5_Inf_frm01_s01.wav,Temporal,6.5,If it doesn't matter who wins why do we keep score,130,Temporal_6.5,3,16.0,87,T 6.5,cornflowerblue
there is a relaxed atmosphere traits,3,filter_Inf_0.4_frm01_s32.wav,Spectral,0.4,Is a relaxed home atmosphere enough to help her outgrow these traits,133,Spectral_0.4,3,7.352941176470589,67,S 0.4,forestgreen
call and ambulance for medical assistance ,4,filter_Inf_0.5_frm01_s13.wav,Spectral,0.5,Call an ambulance for medical assistance,136,Spectral_0.5,3,12.5,99,S 0.5,darkgreen
special task forces rescue from kidnappers ,4,filter_6.5_Inf_frm01_s23.wav,Temporal,6.5,Special task forces rescue hostages from kidnappers,139,Temporal_6.5,3,11.76470588235294,90,T 6.5,cornflowerblue
physical appearance,2,filter_6.5_Inf_frm01_s31.wav,Temporal,6.5,Was she just naturally sloppy about everything but her physical appearance,142,Temporal_6.5,3,2.7027027027027026,41,T 6.5,cornflowerblue
face small lake,2,filter_Inf_0.4_frm01_s27.wav,Spectral,0.4,The fish began to leap frantically on the surface of the small lake,145,Spectral_0.4,3,2.9850746268656714,34,S 0.4,forestgreen
special task forces rescue half decent kidnappers,3,filter_Inf_0.5_frm01_s23.wav,Spectral,0.5,Special task forces rescue hostages from kidnappers,4,Spectral_0.5,4,9.803921568627452,80,S 0.5,darkgreen
work without supervision is not,2,filter_Inf_0.4_frm01_s22.wav,Spectral,0.4,Alice's ability to work without supervision is noteworthy,7,Spectral_0.4,4,7.017543859649122,70,S 0.4,forestgreen
she had dark water bottle all year,2,filter_Inf_0.5_frm01_s10.wav,Spectral,0.5,She had your dark suit in greasy wash water all year,10,Spectral_0.5,4,11.538461538461538,63,S 0.5,darkgreen
how much would it cost to do any required modernising and redecorating,3,filter_Inf_0.4_frm01_s30.wav,Spectral,0.4,How much will it cost to do any necessary modernizing and redecorating,13,Spectral_0.4,4,12.857142857142856,81,S 0.4,forestgreen
i hope I'm not being reductive,7,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,16,Anchor_fullyIntelligible_0,4,16.129032258064516,98,Full,coral
#,1,filter_Inf_0.4_frm01_s29.wav,Spectral,0.4,Brush fires are common in the dry underbrush of Nevada,19,Spectral_0.4,4,0.0,0,S 0.4,forestgreen
"I wouldn't say I'm counting on it, but it could happen",7,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,22,Anchor_fullyIntelligible_0,4,18.867924528301888,100,Full,coral
